date,card,source_mode,application,sample,latency_us,latency_ms
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,71,72612,72.612
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,72,68208,68.208
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,73,65231,65.231
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,74,67944,67.944
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,75,76577,76.577
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,76,83214,83.214
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,77,79830,79.830
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,78,69983,69.983
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,79,69059,69.059
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,80,78749,78.749
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,81,69582,69.582
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,82,66312,66.312
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,83,70979,70.979
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,84,72533,72.533
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,85,62435,62.435
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,86,65981,65.981
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,87,64500,64.500
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,88,72594,72.594
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,89,65777,65.777
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,90,76487,76.487
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,91,66354,66.354
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,92,70631,70.631
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,93,79073,79.073
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,94,78635,78.635
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,95,71748,71.748
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,96,81378,81.378
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,97,73698,73.698
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,98,78473,78.473
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,99,74712,74.712
2026-06-05,Elgato 4K S,4K60,Elgato 4K Capture Utility,100,75828,75.828
